id,meaning_en,meaning_ja,word_class,english_word_id,parent_id
5809,A keeper or custodian of a museum or other collection.,博物館やその他のコレクションの管理人または管理人。,noun,2670,NULL
5810,An atom or molecule with a net electric charge due to the loss or gain of one or more electrons.,1つまたは複数の電子の損失または獲得による正味の電荷を持つ原子または分子。,noun,2671,NULL
5811,A source of help in a difficult situation.,困難な状況での助けの源。,noun,2672,NULL
5812,The state of being able to see or be seen.,見たり見られたりできる状態。,noun,2673,NULL
5813,A naturally occurring solid material from which a metal or valuable mineral can be profitably extracted.,金属または貴重な鉱物を有益に抽出できる天然の固体材料。,noun,2674,NULL
5814,"Not handled, used, or tasted.",取り扱い、使用、または味わいません。,adjective,2675,NULL
5815,"Not affected, changed, or damaged in any way.",影響を受けず、変更されず、損傷もありません。,adjective,2675,NULL
5816,The action or fact of forming a united whole.,統一された全体を形成する行為または事実。,noun,2676,NULL
5817,Fairly large.,かなり大規模な。,adjective,2677,NULL
5818,"A sum of money charged for teaching or instruction by a school, college, or university.",学校、カレッジ、または大学による教育または指導に対して請求された金額。,noun,2678,NULL
5819,Painful inflammation and stiffness of the joints.,痛みを伴う炎症と関節のこわばり。,noun,2679,NULL
5820,The treatment and instruction received by a child from its parents throughout its childhood.,子供が子供の頃に親から受けた治療と指導。,noun,2680,NULL
5821,The state of being congested.,混雑している様子。,noun,2681,NULL
5822,"Containing or characterized by repetition, especially when unnecessary or tiresome.",特に不要または面倒な場合に、繰り返しを含む、または特徴付けられる。,adjective,2682,NULL
5823,The quality of dealing with ideas rather than events.,イベントではなくアイデアを扱うことの質。,noun,2683,NULL
5824,Freedom from representational qualities in art.,芸術における表現上の特質からの自由。,noun,2683,NULL
5825,A state of preoccupation.,先入観の状態。,noun,2683,NULL
5826,"The process of considering something independently of its associations, attributes, or concrete accompaniments.",関連、属性、または具体的な伴奏とは無関係に何かを検討するプロセス。,noun,2683,NULL
5827,"The process of removing something, especially water from a river or other source.",何か、特に川やその他の水源から水を取り除くプロセス。,noun,2683,NULL
5828,Hard but liable to break or shatter easily.,硬いが、簡単に壊れたり砕けたりしやすい。,adjective,2684,NULL
5829,A candy made from nuts and set melted sugar.,ナッツと溶けた砂糖を混ぜて作ったお菓子。,noun,2684,NULL
5830,A regulatory substance produced in an organism and transported in tissue fluids such as blood or sap to stimulate specific cells or tissues into action.,特定の細胞または組織を刺激して作用させるために、生体内で生成され、血液や樹液などの組織液中で輸送される調節物質。,noun,2685,NULL
5831,"A crack, split, or break in something.",何かに亀裂、分割、または破壊。,noun,2686,NULL
5832,A serious break in friendly relations.,友好関係の深刻な崩壊。,noun,2686,NULL
5833,Break apart or become separated through faulting caused by plate tectonics.,プレートのテクトニクスによって引き起こされたフォールトによって、バラバラになるか、分離されます。,intransitive verb,2686,NULL
5834,Using or based on what one feels to be true even without conscious reasoning; instinctive.,意識的な推論がなくても、自分が真実だと感じているものを使用する、またはそれに基づいて本能的。,adjective,2687,NULL
5835,"The chemical element of atomic number 30, a silvery-white metal that is a constituent of brass and is used for coating (galvanizing) iron and steel to protect against corrosion.",真鍮の成分である銀白色の金属で、腐食から保護するために鉄と鋼をコーティング（亜鉛メッキ）するために使用される原子番号30の化学要素。,noun,2688,NULL
5836,Coat (iron) with zinc or a zinc compound to prevent rust.,錆を防ぐために亜鉛または亜鉛化合物でコーティング（鉄）。,transitive verb,2688,NULL
5837,"Lung inflammation caused by bacterial or viral infection, in which the air sacs fill with pus and may become solid. Inflammation may affect both lungs (double pneumonia), one lung (single pneumonia), or only certain lobes (lobar pneumonia).",細菌やウイルスの感染によって引き起こされる肺の炎症。気嚢が膿で満たされ、固形になることがあります。炎症は、両方の肺（二重肺炎）、片方の肺（単一肺炎）、または特定の葉のみ（葉性肺炎）に影響を与える可能性があります。,noun,2689,NULL
5838,The continuous line forming the boundary of a closed geometric figure.,閉じた幾何図形の境界を形成する実線。,noun,2690,NULL
5839,An instrument for measuring the extent and characteristics of a person's field of vision.,人の視野の範囲と特性を測定するための機器。,noun,2690,NULL
5840,Transported by air.,空輸。,adjective,2691,NULL
5841,A concentrated artillery bombardment over a wide area.,広範囲にわたる砲撃の集中。,noun,2693,NULL
5842,Bombard (someone) with something.,爆弾（誰か）と何か。,transitive verb,2693,NULL
